Bank,region,sector,Animal-based energy,Bio-remediation,Buffering and attenuation of mass flows,Climate regulation,Dilution by atmosphere and ecosystems,Disease control,Fibres and other materials,Filtration,Flood and storm protection,Genetic materials,Ground water,Maintain nursery habitats,Mass stabilisation and erosion control,Mediation of sensory impacts,Pest control,Pollination,Soil quality,Surface water,Ventilation,Water flow maintenance,Water quality,Total
System,IN,Mining of copper ores and concentrates,0,0,0,0.155249459,0,0,0,0,0,0,0.199495741,0,0.111883634,0,0,0,0,0.175942179,0,0.196007471,0,0.838578484
System,PL,Production of electricity by gas,0,0.067238,0,0.049402653,0,0,0,0.143694461,0.165571604,0,0.198697468,0,0.077854282,0,0,0,0,0.262485079,0,0.20037009,0.138050679,1.303364317
System,CN,Incineration of waste: Plastic,0,0,0,0,0,0,0,0.410147303,0,0,0.198385506,0,0,0,0,0,0,0.176013619,0,0,0,0.784546428
System,JP,Incineration of waste: Metals and Inert materials,0,0,0,0,0,0,0,0.407013225,0,0,0.198165317,0,0,0,0,0,0,0.171523215,0,0,0,0.776701756
System,WA,"Biogasification of food waste, incl. land application",0,0,0,0,0,0,0,0.419196142,0,0,0.197662588,0,0,0,0,0,0,0.177824989,0,0,0,0.794683718
System,SE,Processing vegetable oils and fats,0,0.074599989,0,0,0.053251359,0,0,0.081848803,0.088476351,0,0.197536863,0,0.04325199,0,0,0,0.031044131,0.161296768,0,0.114934797,0.110130794,0.956371844
System,BE,Manufacture of tobacco products (16),0,0,0,0,0,0,0.173347171,0,0,0,0.197105104,0,0.067781639,0,0,0,0,0.170650842,0,0.112553694,0,0.72143845
System,CN,"Composting of food waste, incl. land application",0,0,0,0,0,0,0,0.406868499,0,0,0.196799571,0,0,0,0,0,0,0.174606529,0,0,0,0.778274599
System,CA,"Production of electricity by tide, wave, ocean",0,0.111967127,0.064416406,0.096105235,0,0,0,0.119353637,0.109076908,0,0.194469116,0,0.065842551,0.076567896,0.062380312,0,0.110060691,0.160094291,0,0.190433159,0.165362634,1.526129961
System,WF,"Mining of lead, zinc and tin ores and concentrates",0,0,0,0.123498266,0,0,0,0,0,0,0.193781713,0,0.047203374,0,0,0,0,0.147476793,0,0.198683395,0,0.710643541
System,SE,Production of electricity by biomass and waste,0,0.060852197,0,0.042627166,0,0,0.259194165,0.06676515,0.144342657,0,0.193360115,0,0.070562439,0,0,0,0,0.157886286,0,0.187507665,0.119780192,1.302878032
System,AT,Manufacture of beverages,0,0.024219531,0,0,0.052296193,0,0,0.07995952,0.088787076,3.21E-06,0.192268698,0,0.044056347,0,0,0,0.070570571,0.157858328,0,0.111328916,0.109171777,0.930520164
System,HU,Mining of coal and lignite; extraction of peat (10),0,0,0,0.175800977,0,0,0,0,0,0,0.192040415,0,0.142066771,0,0,0,0,0.183629129,0,0.191652571,0,0.885189863
System,BE,Quarrying of sand and clay,0,0,0,0.149326881,0,0,0,0,0,0,0.191733129,0,0.1236268,0,0,0,0,0.165999861,0,0.182476856,0,0.813163527
System,ZA,N-fertiliser,0,0.100002267,0,0.05905627,0.117745173,0,0,0.10960405,0.199424863,0.000110773,0.189851325,0,0.026640332,0.206148947,0,0,0,0.143145707,0.094717231,0.195407274,0.190090746,1.63194496
System,WA,Production of electricity by solar photovoltaic,0,0,0,0.724692514,0,0,0,0,0.498728805,0,0.188664836,0,0.45624015,0,0,0,0,0.169730259,0,0,0,2.038056564
System,SE,Landfill of waste: Food,0,0,0,0,0,0,0,0.38964467,0,0,0.188076509,0,0,0,0,0,0,0.15357201,0,0,0,0.731293189
System,IE,P- and other fertiliser,0,0.090178472,0,0.060503682,0.123593306,0,0,0.09868616,0.203472629,2.90E-05,0.187349571,0,0.044568127,0.190079364,0,0,0,0.148042897,0.092133903,0.184230715,0.174804097,1.597671941
System,IT,"Biogasification of food waste, incl. land application",0,0,0,0,0,0,0,0.377249576,0,0,0.187063551,0,0,0,0,0,0,0.172373993,0,0,0,0.73668712
System,AT,Production of meat products nec,0,0.070668624,0,0,0.050863908,0,0,0.077769594,0.086355381,0,0.187002854,0,0.042849734,0,0,0,0.029416195,0.153534913,0,0.108279846,0.106181787,0.912922835
System,PL,Manufacture of other transport equipment (35),0,0.063274732,0,0.116226674,0.047160674,0,0,0.101418415,0.181780867,0,0.186985469,0,0.073265249,0.193334615,0.024159787,0,0.05307841,0.148207914,0.060131827,0.1885595,0.064956718,1.50254085
System,DE,Landfill of waste: Plastic,0,0,0,0,0,0,0,0.373791617,0,0,0.184656837,0,0,0,0,0,0,0.146398495,0,0,0,0.704846949
System,WF,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0,0,0,0.117617555,0,0,0,0,0,0,0.184554262,0,0.044955655,0,0,0,0,0.140454279,0,0.189222538,0,0.676804289
System,WF,Processing of dairy products,0,0.077293216,0,0,0.046924156,0,0,0.084567503,0.079649008,0,0.18435755,0,0.023950794,0,0,0,0.027099288,0.140304571,0,0.11341251,0.111685059,0.889243654
System,CZ,"Waste water treatment, other",0,0.11581762,0.047987607,0.069730856,0,0,0,0.12695433,0.079090636,0,0.184132966,0,0.022980093,0.079602363,0.053999899,0,0.080533689,0.139244556,0,0.188696418,0.148688551,1.337459584
System,PT,Cultivation of oil seeds,0.096361357,0.105636592,0.115000775,0.120290417,0.081683257,0.151874732,0.093119847,0.114145418,0.149468071,0.000197565,0.184011556,0,0.11826508,0,0.136832197,0.139926937,0.13947708,0.136160351,0.071137358,0.161778079,0.161200196,2.276566865
System,LT,Real estate activities (70),0,0.118283094,0,0,0,0,0,0.063762839,0.052712255,0,0.183362562,0,0.08967415,0.122648448,0,0,0,0.207381272,0,0,0,0.83782462
System,WL,Incineration of waste: Textiles,0,0,0,0,0,0,0,0.374954193,0,0,0.182639832,0,0,0,0,0,0,0.151920402,0,0,0,0.709514426
System,IE,"Manufacture of bricks, tiles and construction products, in baked clay",0,0,0,0,0.04808699,0,0,0,0,0,0.182232299,0,0,0.073955013,0,0,0,0.14399925,0,0,0.068011797,0.516285349
System,FI,Hotels and restaurants (55),0,0,0,0.115010836,0,0,0.067204788,0,0.13460579,0,0.181834167,0,0.078114688,0,0,0,0,0.086964443,0.024772597,0,0.053554621,0.742061929
System,FR,Mining of aluminium ores and concentrates,0,0,0,0.141283315,0,0,0,0,0,0,0.180427087,0,0.103680361,0,0,0,0,0.147184459,0,0.174202441,0,0.746777664
System,WM,Cultivation of paddy rice,0.12121805,0.108986928,0.127701711,0.127404067,0.08777421,0.154710084,0.099641402,0.113949152,0.152102043,8.86E-06,0.179632996,0,0.134896129,0,0.143613674,0.152525632,0.141769697,0.150189366,0.070980233,0.163422657,0.16168741,2.392214303
System,DE,Production of electricity by solar photovoltaic,0,0,0,0.621434778,0,0,0,0,0.444587457,0,0.178836678,0,0.375675452,0,0,0,0,0.141784193,0,0,0,1.762318558
System,ZA,Steam and hot water supply,0,0.112699477,0.045781257,0.066554598,0,0,0,0.12352039,0.074915227,0,0.178297166,0,0.020015223,0.077441172,0.052279036,0,0.076979753,0.134434005,0,0.183514985,0.142817613,1.289249903
System,WE,"Collection, purification and distribution of water (41)",0,0.099704428,0.054966827,0.076996961,0,0,0,0.108780978,0.093342944,0,0.177552905,0,0.053159787,0.069380802,0.054168427,0,0.09157476,0.140246532,0,0.168456272,0.149604617,1.33793624
System,WL,"Composting of paper and wood, incl. land application",0,0,0,0,0,0,0,0.364321159,0,0,0.177460491,0,0,0,0,0,0,0.147612209,0,0,0,0.689393859
System,FI,Poultry farming,0,0.101249738,0.057368364,0.09162572,0.053687062,0.110737542,0.1529716,0.110085886,0.122555929,1.69E-05,0.177381899,0,0.053341417,0.070428854,0.070626676,0.030170245,0.12171596,0.148461409,0.033832445,0.120031646,0.146281294,1.772570545
System,FI,Cultivation of crops nec,0.098248222,0.100795597,0.114222094,0.117276102,0.080169385,0.14173823,0.091371281,0.109592112,0.152507779,5.03E-05,0.176586279,0,0.132755406,0,0.126557803,0.135157142,0.136316274,0.133015956,0.06736139,0.153634194,0.163828318,2.231183911
System,DE,Processed rice,0,0.065219914,0,0,0.050406728,0,0,0.071321662,0.087590681,0,0.17616811,0,0.049342626,0,0,0,0.029773812,0.139668516,0,0.10060119,0.10620333,0.876296569
System,CA,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0,0.50610931,1.601448478,1.303233068,0.743804481,0.777331203,0.78835909,0.35966501,0.657393412,0.000251671,0.175806298,2.100969919,0.892856559,0,0.986891429,0,0.829153194,1.88149464,0.986318016,0.688630656,2.616129378,17.89584581
System,ID,"Lead, zinc and tin production",0,0.120754583,0,0.037872694,0.07599981,0,0,0.132088097,0.128089421,0,0.175769461,0,0.021807872,0.124886119,0,0,0,0.135843547,0.058057177,0.178639239,0.117026912,1.306834934
System,ES,"Forestry, logging and related service activities (02)",0.071408205,0.074095327,0,0.084617821,0,0.103666778,0.105239549,0.026932233,0.104135947,0,0.175471688,0,0.076543146,0,0.091573427,0.085883549,0.078817731,0.15314714,0,0.149384098,0,1.380916638
System,RO,"Waste water treatment, other",0,0.105260229,0.051601193,0.075201239,0,0,0,0.115259634,0.090407198,0,0.175130434,0,0.04181126,0.072373908,0.051232524,0,0.08508918,0.135759847,0,0.1717035,0.152540951,1.323371096
System,DK,Precious metals production,0,0.110720576,0,0.040657225,0.081890734,0,0,0.120649497,0.14048173,0,0.174717285,0,0.036363369,0.116326765,0,0,0,0.143264112,0.056272504,0.168063079,0.114471148,1.303878026
System,NL,"Composting of paper and wood, incl. land application",0,0,0,0,0,0,0,0.362302552,0,0,0.174499639,0,0,0,0,0,0,0.142472304,0,0,0,0.679274495
System,WM,Cultivation of wheat,0.117191695,0.105366839,0.123459996,0.123172239,0.084858719,0.149571264,0.096331733,0.110164239,0.147049852,8.57E-06,0.173666342,0,0.130415446,0,0.138843431,0.147459371,0.137060703,0.145200705,0.068622567,0.157994442,0.156316834,2.312754987
System,SE,Other non-ferrous metal production,0,0.109082067,0,0.038206175,0.077865538,0,0,0.119681474,0.129372449,0,0.173306159,0,0.031622099,0.115778929,0,0,0,0.141511427,0.056601405,0.168060685,0.10735743,1.268445835
System,FI,"Waste water treatment, food",0,0.098879605,0.056025441,0.076697892,0,0,0,0.107508909,0.089765283,0,0.173229605,0,0.05209276,0.068780201,0.055178714,0,0.089150053,0.144986108,0,0.167459789,0.142857028,1.322611388
System,BR,Production of electricity by coal,0,0.054878697,0,0.04581122,0,0,0,0.119720067,0.170056931,0,0.173105943,0,0.100849366,0,0,0,0,0.233300242,0,0.162744498,0.131476051,1.191943015
System,WF,Paper,0,0.072474414,0,0.022033441,0.043998696,0,0.089894522,0,0,0,0.172863881,0,0,0,0,0,0,0.131557361,0,0.10634187,0,0.639164185
System,MT,Manufacture of furniture; manufacturing n.e.c. (36),0,0,0,0.037035115,0.074350817,0,0,0.064777146,0.124831385,0,0.172642151,0,0.020799398,0.183883197,0,0,0,0.132647218,0.057019139,0.175570516,0.114187355,1.157743438
System,LU,Production of electricity by petroleum and other oil derivatives,0,0.050510427,0,0.040413572,0,0,0,0.1099265,0.145890689,0,0.171424698,0,0.094037142,0,0,0,0,0.228503567,0,0.160104728,0.113362398,1.114173721
System,MX,Cultivation of paddy rice,0.088502277,0.098632755,0.110469731,0.117758887,0.080688397,0.14080903,0.089169854,0.105241864,0.145541285,0.001271505,0.170924394,0,0.123479944,0,0.128333153,0.132822824,0.136692541,0.127811547,0.065556452,0.151086243,0.153969957,2.16876264
System,WF,Copper production,0,0.11936732,0,0.036289673,0.072467043,0,0,0.130601322,0.123005474,0,0.170826894,0,0.018494133,0.122942702,0,0,0,0.13000712,0.056552254,0.175147938,0.114986773,1.270688647
System,AU,"Biogasification of paper, incl. land application",0,0,0,0,0,0,0,0.347033272,0,0,0.170645878,0,0,0,0,0,0,0.151856888,0,0,0,0.669536038
System,ID,Mining of precious metal ores and concentrates,0,0,0,0.1099993,0,0,0,0,0,0,0.170171131,0,0.047504886,0,0,0,0,0.131516874,0,0.172949505,0,0.632141695
System,WF,Manufacture of glass and glass products,0,0,0,0,0,0,0,0,0,0,0.169665968,0,0,0,0,0,0,0.129123602,0,0.173957646,0,0.472747217
System,MX,Inland water transport,0,0,0,0.215418954,0,0,0,0,0.191694178,0,0.168844932,0,0,0,0,0,0,0.140285106,0,0,0.168996402,0.885239572
System,AU,Manufacture of tobacco products (16),0,0,0,0,0,0,0.142958477,0,0,0,0.167665041,0,0.052417263,0,0,0,0,0.149204256,0,0.097810339,0,0.610055375
System,ID,Production of electricity by hydro,0,0.057364113,0,0.179913133,0,0,0,0.062748066,0.162262685,0,0.166997542,0,0.082878131,0,0,0,0,0.215106939,0,0.282873502,0.111186588,1.3213307
System,PT,Manufacture of electrical machinery and apparatus n.e.c. (31),0,0,0,0.040357429,0.082214186,0,0,0.114887346,0.135395632,0,0.166686843,0,0.035710135,0.166650336,0,0,0,0.137045373,0.053699805,0.162829612,0.108165315,1.203642012
System,PT,Copper production,0,0.106244989,0,0.040327737,0.082153698,0,0,0.114802819,0.135296017,0,0.166564206,0,0.035683862,0.111018484,0,0,0,0.136944544,0.053660296,0.162709813,0.108085735,1.253492199
System,TR,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0,0.058557463,0,0,0,0,0,0.064199078,0,2.02E-05,0.166390456,0,0.030346633,0,0,0,0,0.166867012,0,0.171468279,0.111203039,0.769052136
System,IN,"Mining of lead, zinc and tin ores and concentrates",0,0,0,0.12932964,0,0,0,0,0,0,0.166188742,0,0.093203997,0,0,0,0,0.146567587,0,0.163282859,0,0.698572825
System,WF,Manufacture of wearing apparel; dressing and dyeing of fur (18),0,0.069184243,0,0,0.042001257,0,0.085813519,0.075695371,0.071292885,0,0.165016261,0,0.016078554,0,0,0,0,0.125584962,0,0.101514196,0.066645317,0.818826564
System,NO,Manufacture of furniture; manufacturing n.e.c. (36),0,0,0,0.039855398,0.082383337,0,0,0.054732722,0.139024935,0,0.164443439,0,0.041463846,0.159221964,0,0,0,0.134848897,0.052151099,0.157013051,0.109617936,1.134756624
System,WF,Chemicals nec,0,0.032078336,0,0.039009415,0.012983018,0,0,0.046796428,0.066112081,0,0.163226288,0,0.039760364,0.088104457,0,0,0,0.12422271,0.040527055,0.062758153,0.061802248,0.777380554
System,FI,Inland water transport,0,0,0,0.199016856,0,0,0,0,0.186339458,0,0.161819573,0,0,0,0,0,0,0.135436377,0,0,0.166809415,0.84942168
System,JP,Production of electricity by Geothermal,0,0.031582626,0,0.026065666,0,0,0,0.033228961,0.087274156,0,0.161784118,0,0.053867966,0,0,0,0,0.084019946,0,0.095870856,0.068087907,0.641782203
System,FI,"Biogasification of sewage slugde, incl. land application",0,0,0,0,0,0,0,0.333829933,0,0,0.161370517,0,0,0,0,0,0,0.135060535,0,0,0,0.630260985
System,MX,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",0,0.463821171,1.428582731,1.10752386,0.632396183,0.7357282,0.698869695,0.3299337,0.547527072,0.013951607,0.160754615,1.758826351,0.69679829,0,0.93875831,0,0.714219515,1.736322267,0.924838932,0.631541368,2.252583581,15.77297745
System,BE,Incineration of waste: Textiles,0,0,0,0,0,0,0,0.328592464,0,0,0.160352333,0,0,0,0,0,0,0.138830807,0,0,0,0.627775605
System,BR,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0,0.101627816,0,0.084836093,0,0,0,0.110852568,0.131217542,0,0.160284226,0,0.116724492,0,0,0,0,0.108010009,0,0,0.121737802,0.935290549
System,PT,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",0,0.050883505,0,0,0,0,0,0.054982074,0,0.000285492,0.159543913,0,0.068359742,0,0,0,0,0.174896868,0,0.155851974,0.103530173,0.768333742
System,WM,Processing of meat poultry,0,0.064208822,0,0,0.05171151,0,0,0.067132278,0.080648789,0,0.158744125,0,0.047683819,0,0,0,0.027840847,0.147471542,0,0.096279219,0.095256911,0.836977862
System,WM,Processing of meat cattle,0,0.06405993,0,0,0.051591598,0,0,0.066976608,0.080461775,0,0.158376019,0,0.047573247,0,0,0,0.027776288,0.147129576,0,0.09605596,0.095036024,0.835037024
System,WF,Transport via railways,0,0,0,0.100842961,0,0,0,0,0.113937245,0,0.158233167,0,0.068522823,0,0.038950538,0,0,0.120422715,0.0523831,0,0,0.653292549
System,IN,Processing of meat poultry,0,0.060804015,0,0,0.049928048,0,0,0.064038122,0.079690405,0,0.156682588,0,0.046865408,0,0,0,0.027414708,0.138183782,0,0.092365755,0.092598432,0.808571264
System,LT,Other service activities (93),0,0.075538934,0,0,0.040106285,0,0,0,0,0,0.156134033,0,0.114536903,0,0,0,0,0.176586071,0,0,0,0.562902225
System,BE,Landfill of waste: Plastic,0,0,0,0,0,0,0,0.318930389,0,0,0.155637263,0,0,0,0,0,0,0.134748566,0,0,0,0.609316218
System,FI,Landfill of waste: Food,0,0,0,0,0,0,0,0.320822472,0,0,0.155082822,0,0,0,0,0,0,0.129797991,0,0,0,0.605703285
System,NL,Cultivation of oil seeds,0.081498704,0.088493109,0.094890447,0.097427902,0.066233439,0.127753423,0.076880311,0.096493141,0.122006611,0.000236896,0.154916732,0,0.093516552,0,0.11441276,0.116122491,0.114251207,0.113835247,0.060137806,0.135898782,0.134004331,1.889009891
System,ID,Processing of meat pigs,0,0.063823036,0,0,0.040168568,0,0,0.069813196,0.067699755,0,0.154833884,0,0.023052452,0,0,0,0.023140369,0.119663472,0,0.094417108,0.092779247,0.749391087
System,WM,"Manufacture of bricks, tiles and construction products, in baked clay",0,0,0,0,0.050208945,0,0,0,0,0,0.154131548,0,0,0.063333064,0,0,0,0.143186509,0,0,0.061659374,0.472519439
System,RO,Steam and hot water supply,0,0.09241244,0.045302886,0.066022372,0,0,0,0.101191344,0.079372331,0,0.15375447,0,0.036707887,0.063540138,0.044979216,0,0.074703416,0.119189355,0,0.150745819,0.133922201,1.161843874
System,ZA,Processed rice,0,0.064470044,0,0,0.037954322,0,0,0.070660177,0.064283191,0,0.152993071,0,0.017174644,0,0,0,0.022018239,0.11535501,0,0.094482224,0.091911606,0.731302527
System,TR,Health and social work (85),0,0.026806441,0,0,0.015704029,0,0,0,0,0,0.152340479,0,0.02778417,0,0,0,0,0.133679695,0,0,0,0.356314813
System,JP,"Waste water treatment, food",0,0.089144846,0.052252087,0.073572724,0,0,0,0.093791777,0.082113093,0,0.152216817,0,0.050682418,0.060431143,0.051403883,0,0.084664417,0.131752207,0,0.150335693,0.128122892,1.200483997
System,CY,Paper,0,0.058934254,0,0.026990137,0.056293064,0,0.086963634,0,0,0,0.152034049,0,0,0,0,0,0,0.144534504,0,0.089642517,0,0.61539216
System,IE,"Composting of food waste, incl. land application",0,0,0,0,0,0,0,0.319434166,0,0,0.151606502,0,0,0,0,0,0,0.119798864,0,0,0,0.590839531
System,PL,Manufacture of glass and glass products,0,0,0,0,0,0,0,0,0,0,0.151091179,0,0,0,0,0,0,0.11975748,0,0.152363055,0,0.423211715
System,PT,"Manufacture of motor vehicles, trailers and semi-trailers (34)",0,0,0,0.036133808,0.073610031,0,0,0.051431885,0.121225754,0,0.149242172,0,0.031972879,0.149209486,0,0,0,0.122702841,0.048079833,0.145788622,0.096845236,1.026242547
System,TR,Manufacture of tobacco products (16),0,0,0,0,0,0,0.128312119,0,0,0,0.148764956,0,0.016279235,0,0,0,0,0.111893273,0,0.091982935,0,0.497232517
System,EE,Inland water transport,0,0,0,0.186536755,0,0,0,0,0.173383551,0,0.148365459,0,0,0,0,0,0,0.117593081,0,0,0.153939717,0.779818563
System,BG,"Collection, purification and distribution of water (41)",0,0.092808158,0.039442464,0.057426843,0,0,0,0.101710579,0.065827965,0,0.148337465,0,0.021061264,0.063762051,0.043427247,0,0.065916963,0.11261838,0,0.151049208,0.121529018,1.084917605
System,WE,Sugar refining,0,0.055408579,0,0,0.043540439,0,0,0.060452676,0.077809984,0,0.14800678,0,0.044313603,0,0,0,0.025445346,0.116908465,0,0.084254336,0.093531971,0.74967218
System,MT,Air transport (62),0,0,0,0.221144306,0,0,0,0,0.248464643,0,0.147268838,0,0.106454993,0,0,0,0,0.113151983,0,0,0,0.836484763
System,RO,Production of electricity by hydro,0,0.049146485,0,0.175559021,0,0,0,0.053815253,0.168846146,0,0.147184569,0,0.117131217,0,0,0,0,0.190160691,0,0.240507461,0.106833107,1.24918395
System,WA,"Biogasification of paper, incl. land application",0,0,0,0,0,0,0,0.311876806,0,0,0.147058549,0,0,0,0,0,0,0.132299618,0,0,0,0.591234973
System,WM,Processing of meat pigs,0,0.059412474,0,0,0.047848701,0,0,0.062117551,0.074624389,0,0.146886066,0,0.044121876,0,0,0,0.025761158,0.136455536,0,0.089087238,0.088141296,0.774456285
System,GR,Manufacture of tobacco products (16),0,0,0,0,0,0,0.137717369,0,0,0,0.146575501,0,0.046273962,0,0,0,0,0.115721826,0,0.085719267,0,0.532007925
System,SK,"Collection, purification and distribution of water (41)",0,0.082094236,0.049835135,0.073121526,0,0,0,0.089999761,0.093878575,0,0.145997926,0,0.058561763,0.056488037,0.041931479,0,0.080861122,0.116421583,0,0.133890212,0.14155043,1.164631785
System,ZA,Mining of nickel ores and concentrates,0,0,0,0.090318876,0,0,0,0,0,0,0.145176441,0,0.03055719,0,0,0,0,0.109461361,0,0.149424992,0,0.524938859
System,WF,Production of electricity by petroleum and other oil derivatives,0,0.050631726,0,0.030785793,0,0,0,0.110793647,0.104349824,0,0.144918399,0,0.031378433,0,0,0,0,0.183815941,0,0.148584091,0.097547282,0.902805136
System,HR,Other service activities (93),0,0.072447558,0,0,0.033814455,0,0,0,0,0,0.14422295,0,0.084326951,0,0,0,0,0.148023223,0,0,0,0.482835137
System,AT,Manufacture of coke oven products,0,0,0,0.032362359,0,0,0,0,0,0,0.144116142,0,0.055037827,0,0,0,0,0.118323645,0,0.139078748,0,0.488918721
System,GR,"Waste water treatment, food",0,0.085044188,0.046082561,0.070539923,0,0,0,0.087642244,0.079699797,0,0.143050227,0,0.045161031,0.056289711,0.04638539,0,0.080762509,0.112938612,0,0.139429403,0.127469538,1.120495134
System,PT,Production of electricity by Geothermal,0,0.027313153,0,0.020734674,0,0,0,0.029513175,0.069563012,0,0.142732804,0,0.036694014,0,0,0,0,0.07041061,0,0.08365793,0.055572732,0.536192105
System,WM,"Lead, zinc and tin production",0,0.096053869,0,0.037428506,0.077358383,0,0,0.100427245,0.120647413,0,0.142484977,0,0.035666558,0.097579095,0,0,0,0.132366973,0.046917962,0.144029921,0.095000393,1.125961296
System,PL,Cultivation of oil seeds,0.077012673,0.086406429,0.084643468,0.095229786,0.064401465,0.112835565,0.076415247,0.092329675,0.118207388,5.54E-06,0.141857107,0,0.083374363,0,0.098976048,0.113577617,0.108723871,0.101194556,0.054743037,0.128746126,0.133054964,1.77173493
System,WA,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0,0.090703762,0,0.072441657,0,0,0,0.099990416,0.103862272,0,0.141444749,0,0.095013839,0,0,0,0,0.10604102,0,0,0.096965718,0.806463432
System,LU,Casting of metals,0,0.082869405,0,0.033152053,0.069864428,0,0,0.090174882,0.119677018,0,0.140623071,0,0.038570264,0.087696608,0,0,0,0.112467598,0.043983116,0.131337075,0.092993417,1.043408934
System,AU,Production of electricity nec,0,0.026446978,0,0.020983173,0,0,0,0.02856643,0.070844432,0,0.140469056,0,0.043914959,0,0,0,0,0.075001614,0,0.081945084,0.054674084,0.54284581
System,ES,"Biogasification of paper, incl. land application",0,0,0,0,0,0,0,0.301066167,0,0,0.14010983,0,0,0,0,0,0,0.114131946,0,0,0,0.555307943
System,CH,Landfill of waste: Food,0,0,0,0,0,0,0,0.279769104,0,0,0.139662613,0,0,0,0,0,0,0.130038581,0,0,0,0.549470298
System,TR,Cattle farming,0,0.088170965,0.035591039,0.060507695,0.03443549,0.085549717,0.120051141,0.09666564,0.07784931,3.38E-06,0.139187185,0,0.015231147,0.060566351,0.05087973,0.024546805,0.079928324,0.104689371,0.027785759,0.100404382,0.111626868,1.313670294
System,WM,Manufacture of tobacco products (16),0,0,0,0,0,0,0.128498946,0,0,0,0.138994335,0,0.041751345,0,0,0,0,0.129124205,0,0.084300858,0,0.522669687
System,DK,"Cultivation of sugar cane, sugar beet",0.077586517,0.078951296,0.085389935,0.086974095,0.058393659,0.113285409,0.069336275,0.086031291,0.111303357,8.72E-05,0.138428109,0,0.086431844,0,0.100631515,0.104106347,0.100326148,0.102157049,0.053501493,0.119840398,0.122438563,1.695200479
System,NO,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",0,0,0,0.100549575,0,0,0,0,0,0,0.138289237,0,0.078455597,0,0,0,0,0.113401611,0,0.132040628,0,0.562736648
System,WM,Processing vegetable oils and fats,0,0.055586053,0,0,0.044767038,0,0,0.058116911,0.069818254,0,0.137425967,0,0.041280236,0,0,0,0.024102028,0.127667208,0,0.083349634,0.082464615,0.724577943
System,BR,Incineration of waste: Food,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,BR,Incineration of waste: Paper,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,BR,Incineration of waste: Plastic,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,BR,Incineration of waste: Metals and Inert materials,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,BR,Incineration of waste: Textiles,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,BR,Incineration of waste: Wood,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,BR,Incineration of waste: Oil/Hazardous waste,0,0,0,0,0,0,0,0.282594935,0,0,0.136203462,0,0,0,0,0,0,0.110139375,0,0,0,0.528937772
System,FI,Meat animals nec,0,0.077602532,0.043969796,0.070226234,0.041148273,0.084874428,0.117244584,0.084374968,0.093932593,1.29E-05,0.135953778,0,0.040883355,0.053979966,0.054131586,0.023123886,0.093288801,0.113787763,0.025930767,0.091997864,0.112116821,1.358580916
System,FI,Cattle farming,0,0.077444109,0.043880033,0.07008287,0.041064271,0.08470116,0.117005234,0.08420272,0.093740833,1.29E-05,0.135676234,0,0.040799894,0.053869768,0.054021078,0.023076679,0.093098355,0.11355547,0.025877831,0.091810054,0.111887939,1.355807428
System,ES,Cattle farming,0,0.08011409,0.040343502,0.064043929,0.037135428,0.087179268,0.113788157,0.087359815,0.081887207,1.90E-06,0.135518037,0,0.027586915,0.055843308,0.055006631,0.023214967,0.085220095,0.110391521,0.026671398,0.094219165,0.10459574,1.310121073
System,WF,"Cultivation of sugar cane, sugar beet",0.080400571,0.084835881,0.071072702,0.077374605,0.051503254,0.106877566,0.070151479,0.09282003,0.097135071,2.59E-05,0.134898732,0,0.04381339,0,0.089657695,0.107179008,0.089231323,0.092397724,0.053589881,0.12447988,0.122583856,1.590028525
System,LV,Sea and coastal water transport,0,0,0,0.186680246,0,0,0,0,0.191924652,0,0.134815089,0,0,0,0,0,0,0.106848437,0,0,0.162829279,0.783097703
System,RU,Production of electricity nec,0,0.025481755,0,0.022203592,0,0,0,0.026675333,0.075241796,0,0.134410931,0,0.049383,0,0,0,0,0.071840179,0,0.077707342,0.05520983,0.538153758
System,ES,Cultivation of crops nec,0.075554558,0.07839771,0.078958349,0.080578078,0.054509747,0.109686242,0.066810202,0.0854882,0.100166048,5.58E-06,0.132614671,0,0.067489719,0,0.096890684,0.102229223,0.093818612,0.097223824,0.052199968,0.118543621,0.115149217,1.606314255
